"Task_External_ID__c","Project__c","Deadline__c","Effort__c","Extended_task_description__c","Location_of_the_task__c","Task_expertise__c","Task_status__c","Title__c","Task_created_date__c","Tags__c"
"169","522","2011-05-01","4","Wij zijn op zoek naar iemand die ons kan helpen voorlichtings videos/films/documentaires over hiv/aids in het Engels die online beschikbaar zijn, te verzamelen zodat wij dit naar Oeganda naar het hiv/aids info centrum kunnen sturen.

In Oeganda kwamen we er achter dat er eigenlijk weinig video voorlichtingsmateriaal over hiv/aids beschikbaar is.  We hebben tot nu toe weinig van dit materiaal aan kunnen schaffen voor het hiv/aids info centrum in Kisozi.

Wij zouden graag wat voorlichtingsmateriaal dat online beschikbaar is voor iedereen op sites, youtube en andere kanalen willen verzamelen en willen branden zodat dit naar het hiv/aids info centrum verstuurd kan worden.

We hebben een klein budget beschikbaar voor dvds/cds/cd roms, dus degene die deze taak op zich neemt krijgt dit dan ook van Hope Alive Uganda.

We vinden ook dat het materiaal wel geschikt moet zijn voor Oeganda: het moet Engelstalig zijn en wel aan kunnen aanspreken in Oeganda.  Bv. een video over hiv/aids onderzoeken in de VS zal de mensen in Oeganda niet aanspreken.

Het materiaal gaat in het hiv/aids info centrum gebruikt worden voor de workshops voor de gemeenschap en voor scholen.  Geschikt materiaal mag ook gesplitst worden in materiaal dat voor volwassen uitermate geschikt is en materiaal dat voor leerlingen in de leftijd 14 - 20 geschikt is.

Wie vind het leuk om Hope Alive Uganda bij deze zoektocht te helpen?","Thuis","Social Work","realized","Het verzamelen van voorlichtings films over hiv/aids","2011-04-21","hiv/aids voorlichting oeganda film kinderen gemeenschap, "
"163","692","2013-10-27","4","The social media buddy will help us in the online promotion of our project.

He will advise us on what to do to have a successful online promotion.","The task could be done anywhere there is internet. We will be in touch by email or Skype.","Social Media","closed","Social media buddy need","2011-03-31","expert social media, "
"162","727","2011-04-09","4","Het maken van een animatiefilmpje voor ons project

Het op komische wijze in beeld brengen van de moeilijkheden die een bijenhouder uit Zimbabwe ondervindt die te grote afstanden moet afleggen in een gebied vol valkuilen om de leden van de bijenclub te kunnen bezoeken en die droomt van de wonderfiets uit Zambia, de 'Zambike'","Thuis of op een opleidingsinstituut of.i.d.","Photo / Video","realized","Animatiefilmpje Zambikes voor Zimbabwe","2011-03-30","fun, filmpje, animatie, film, video, comedy, youtube, programmeren, "
"153","381","2011-04-02","4","We are looking for someone who can help us with a catchy name and logofor our bistro.

Hope Alive Uganda will soon start a catering project for women in Jinja, the town near the source of the river Nile. We will open a small bistro in this place where many tourists come. In this project, women will work and be able to sustain themselves. Women will cook meals and sell their food from their bistro. The women will also aim at tourists a bit, hoping to expand this project in the future with tourist outings to for example the source of the river Nile and other tourist sites in the area. What's more, Amayinja Crafts will be sold at the bistro.

We are looking for someone who can help us think of a catchy name for our bistro and design a logo.","at home","Design","realized","A catchy name and logo for our bistro in Jinja","2011-03-23","bistro catering nile jinja tourists, "
"152","738","2011-03-28","4","De stichting werkt specifiek samen met business coaches van Liberiaanse afkomst. Onze vaste coach (zie foto) heeft een opleiding in Marketing communicatie afgerond in Utrecht en woont in Nederland. Samen met hem zijn wij op zoek naar enige aanvulling training/kennis/ondersteuning inzake het opzetten van bedrijfjes in developing countries en coaching in deze.

-training in set-up businesses developing countries
and market access vanuit rurale gebieden.
-coachings aanpak uitwerken
-monitoring en evaluatie","Nederland","Economy / Business","realized","ondersteunen business coach","2011-03-18","start-up business;coaching;opleiden/ondersteuen, "
"150","722","2013-10-27","4","het helpen van de plaatselijke bevolking  met oogproblemen

In oktober 2011 vertrekt er weer een delegatie van VLOK naar Lombok; wij zoeken een opticien/oogarts die in die periode mee zou willen om de plaatselijke bevolking te helpen. Er is oogmeetapparatuur aanwezig; ook zijn er honderden brillen terplekke.","Lombok(Indonesië)","Health","closed","Gezocht: Oogarts/opticien","2011-03-16","gezondheid, "
"146","674","2011-03-18","4","Creating a businessmodel for RLabs Innovation Incubator

Reconstructed Living Lab (RLabs), a registered Non-profit organisation, offers local and global communities an opportunity to enhance their skills through the use of various technology programmes specially developed to support the needs of the citizens. The RLabs Global “main hub” is in Athlone, Cape Town but operates with partners in Atlantis, Khayelitsha, Mitchells Plain and Stellenbosch. RLabs also launched its first Social Franchise in Portugal during 2010 with future RLabs franchises expected to be launched over the next few months.

Vision:
To impact, empower and reconstruct local and global communities through innovation

Mission:
- To create an interaction space for collaborative design, creation, dissemination and application of knowledge
- To develop and empower champions in communities through innovation
- To give hope and make a difference
- To be leaders in innovation continuously adding value

What would be the most suitable sustainable models that Rlabs can apply to the Incubator to ensure its growth and social impact in the lives of the citizens and the community?

The Rlabs Innovation Incubator is a space where the citizens develop their social impact ideas into a reality. The projects that's nurtured in the incubator should have a social impact and sustainabile with potential of scalability. 

Main deliverable
Innovation Incubator business model
Potential revenue streams that could support RLabs in growing these ideas into reality and making a difference","not of importance","Project Management","realized","BPO Challenge: RLabs","2011-03-08","businessmodel, rlabs, incubator, "
"145","331","2011-03-18","4","Kuljuru Keso wil het project ""inkomen uit zwerfplastic"" ook op andere plaatsen gaan uitrollen en heeft daar een goed businessmodel voor nodig.

Gezien het enthousiasme dat het project ""inkomen uit zwerfplastic"" genereert in 1 dorp is het is de ambitie om de toepassing van deze techniek uit te rollen rol op meer plaatsen. En het lijkt logisch dat de huidige ervaringen in Senegal te gebruiken als uitgangspunt.

Hoofdvraag
1. Wat is een duurzaam business model te kunnen zijn om een duurzame inkomsten voor de grootst mogelijke populatie in een gebied te verstrekken?
2. Welk besturingssysteem model moet worden gebruikt om dit business model werkt? (Rollen / verantwoordelijkheden / organisatie-structuur)
3. Hoe kan dit business model worden uitgerold in deze gebieden?

Eindproduct
1. Een business model dat voldoende gedetailleerd is met marktinformatie (zowel in westerse wereld als Afrika), prijzen, volumes, enz.
2. Een operationeel model om het business model te realiseren: organisatiestructuur, taken, verantwoordelijkheden en benodigde middelen 
3. Een uitrolplan: hoe, waar en wanneer moeten de verschillende onderdelen van het operationele model uitgerold worden

* deze taak wordt uitgevoerd als onderdeel van het BPO Community Event van Accenture","nvt","Project Management","realized","BPO Challenge: Kuljuru Keso","2011-03-08","businessmodel, plastic, senegal, "
"144","337","2011-03-18","4","Ontwikkelen van training materiaal waarin de basis functies van een professionele organisaties worden overgebracht.

Projeto Queto is een culturele ruimte in de sloppenwijk Morro do Queto, Rio de Janeiro, Brazilië. De ruimte is gericht op voetbal, grafisch ontwerp en zeefdruk. 

Door een toegekende subsidie kunnen we het centrum verder professionaliseren. Ons doel is om is om in de 3 jaar - toewerkend naar de World Cup - dit atelier zodanig in te richten dat mensen op professioneel niveau kleding + prints kunnen produceren en op de lokale markt kunnen verkopen. Met een deel van de opbrengsten zouden sociale activiteiten voor die wijk georganiseerd kunnen worden.

Hoe kunnen we Project Queto transformeren van een cultureel centrum - gecoördineerd door mensen die geen middelbaar onderwijs hebben gevolgd - tot een  professioneel lopende sociale onderneming waarvan de lokale projectleiders getraind zijn in business management, boekhouding, en daarnaast mode, mode ontwerp, grafisch ontwerp voor een internationale markt als de World Cup naast de lokale altijd bestaande markt?","nvt","Project Management","realized","BPO Challenge: Caramundo","2011-03-08","training, worldcup, materiaal, "
"142","560","2011-03-15","4","Zit netwerken in je genen? Vind je het een uitdaging en leuk om contact te leggen? Denk jij in co creatie en mogelijkheden?  Wil je jouw commerciële  talenten inzetten en op deze concrete manier op vrijwillige basis jouw steentje bijdragen en het verschil maken?

Afri-can zoekt ondernemers voor ondernemers in Kenia. Vanuit deze gedachte willen wij langdurige partnerships aangaan met het bedrijfsleven. Wij zijn in dat kader op zoek naar iemand die met ons mee kan denken, beschikt over een groot netwerk en samen met ons die connectie kan maken. 

You can:

• Je bent een netwerker pur sang en legt gemakkelijk contact.
• Bent creatief en denkt mee hoe we ondernemers kunnen koppelen aan de 
Afri-can projecten;
• Kunt de vertaalslag maken richting het bedrijfsleven zodat er een win-win ontstaat.
• Hebt drive, bent energiek en ondernemend.
• Denkt in kansen en co-creatie.

Als “Afri-can Connector” voel je je betrokken bij de projecten en kijk je, waar of met wie je ook bent, naar mogelijkheden voor verbinding. Deze rol vraagt maar 1% van je tijd. Juist omdat je ons verhaal op een informele manier kunt vertellen in de ontmoetingen die je zakelijk en privé hebt.  

Graag komen we in contact met je om te kijken hoe we deze rol kunnen vormgeven.","In je eigen zakelijke en prive omgeving","Economy / Business","realized","Een “Afri-can Connector” gezocht!","2011-03-05","commercie, bijeenkomsten, netwerken, ambassadeur, contact leggen, partnerships, "
"140","434","2011-03-10","4","Wij zoeken iemand die ons kan helpen bij de grafische lay-out en het mooi verpakken van ons jaarverslag, We hebben genoeg te vertellen maar willen dat ook op een aansprekende manier naar buiten brengen

Ons stichtingsbestuur werkt hard aan het werven van fondsen, maar moet zich af en toe ook bezighouden met de verslaglegging van wat er is bereikt. Daarvoor gebruiken we de nieuwsbrieven, verslagen op de website en het jaarverslag. 
Nu zijn we op zoek naar iemand die daarbij kan helpen, die verstand heeft van hoe je dat op een inspirerende manier kan vormgeven. Vooralsnog is het een vrijwillige functie van ongeveer 2 uur per week. 
Ken je iemand die dat wil doen? Laat het ons weten!
Meer informatie over onze projecten vind je op de website www.vistaproject.nl
Hartelijke groet,
Elisa Kriek","van huis uit","Marketing / PR","realized","Communicatie-kanjer gezocht","2011-02-28","posters, nieuwsbrief, jaarverslag, "
"139","522","2011-03-10","4","We zijn op zoek naar iemand die alle teksten op de website in het Nederlands wil vertalen.

Deze taak is voortgevloeid uit deze taak: http://www.1procentclub.nl/doen/task?id=135

We kwamen tot de ontdekking dat Joomfish niet automatisch vertaalt.  Daarom zijn we op zoek naar iemand die alle Engelse teksten in het Nederlands wil vertalen, zodat deze ingevoerd kunnen worden op onze website.

Het gaat om deze website: www.hopealiveuganda.org","thuis","Translating / Writing","realized","Website in Nederlands vertalen","2011-02-28","oeganda website vertaling, "
"136","522","2011-02-16","4","Wij zijn op zoek naar iemand die voetbaloutfits en schoenen weet te verkrijgen voor voetbalclub Namaganda Super Jet

Team Namaganda Super Jet is een gemotiveerde voetbalclub.  De jongens voetballen op een veldje in Kisozi.  Alleen, de voetbalclub heeft geen voetbal outfits en schoenen en dus voetballen de jongens op blote voeten en in normale kleding of zelfs in boxershort.  Namaganda Super Jet heeft HAU gevraagd hen te helpen voetbaloutfits en schoenen te krijgen.  Wij zijn op zoek naar iemand die contacten heeft bij voetbalclubs en weet of voetbalclubs nieuwe shirts etc. krijgen en dus wellicht hun oude shirts en schoenen wegdoen.  Wie kan ons helpen voor team Namaganda Super Jet voetbaloutfits en schoenen te vinden, zodat zij professioneler kunnen spelen, oefenen en zelfs mee kunnen gaan doen met voetbalwedstrijden?","thuis, in eigen netwerk, in sport netwerken, voetbalclubs","Sport and Development","realized","Voetbaloutfits en schoenen voor team Namaganda Super Jet","2011-02-06","oeganda sport voetbal, "
