"Project_Budget_External_ID__c","Project__c","Costs__c","Description__c"
"32785","1166","778.00","Cotton 4000m @ 100/m to make 2000 pads = ksh 40,000 (325.26)
Plastic:  /absorbent material  Ksh 6666 to make 2000 pads  (60.87)
Tailors fee including thread and fastening: 10/pad x 2000 = 20,000 (182.63 
Press studs Ksh 1 x 2000pads = 2000 (18.26)
Tai"
"42039","1532","2400.00","lokale docenten  2 x 1200 (jaarbudget)"
"42040","1532","1800.00","hoofdprojectleider 1 (jaarbudget)"
"42041","1532","800.00","Documentaire maker (Film maken en productiekosten)"
"42511","726","150.00","Training vrijwilligers"
"42512","726","375.00","De vrijwilligers zullen in ruil voor onderdak de lokale bevolking van eten voorzien gedurende de vrijwiligersperiode"
"42513","726","534.00","Het kost 2 euro om een leerling les te kunnen geven qua materialen (boeken, schriften, schrijfgerei, audio) (2 x 267)"
"38048","1307","500.00","Zaden en gereedschappen"
"38049","1307","500.00","Transport van Livingstone naar Mandia en Katombora"
"38050","1307","1500.00","Landbouwtrainingen door lokale organisatie"
"41285","1105","1000.00","Schoolgeld en leermiddelen  voor 40 kinderen voor het 1e jaar = 40 x € 25 = € 1.000"
"40335","693","45.00","transactie kosten"
"40336","693","350.00","1 watertank op stellage"
"40337","693","195.00","toebehoren (leiding, kranen, platform)"
"40338","693","180.00","verf, hout, spijkers, etc"
"40339","693","160.00","inschakelen lokale arbeid (5 dagen)"
"41426","1086","128.00","Timber 3x2(48piecesx8000=384,000ugshs"
"41427","1086","720.00","Roofing Materials
iron sheets(28inchx20ft) 
90,000x24=2,160,0000ugshs"
"41428","1086","14.00","Nails(6inch) 7kgsx6000=42,000ugshs"
"41429","1086","14.00","Nails(5 inch) 7kgsx6000=42,000ugshs"
"41430","1086","6.00","Nails( 1 inch) 3x6000=18,000ugshs"
"44763","1435","769.00","land egaliseren"
"41431","1086","12.00","mush roomNails(6x6000=36,000ugshs"
"41432","1086","166.00","Door frame ( 1 x 500000=500,000ugshs"
"41433","1086","150.00","Window frames with glasses(3x150,000=450,000ugshs"
"41434","1086","133.00","Transportation of materials( 400,000ugsh)"
"41435","1086","240.00","4000 bricksx180=720,000ugshs"
"41436","1086","133.00","lake sand 2tripsx200000=400,000ugshs"
"41437","1086","200.00","River sand 3tripsx200,000=600,000ugshs"
"41438","1086","300.00","cement 30bagsx30000=900,000ugshs"
"41439","1086","100.00","Hard core 1tripsx300000=300,000ugshs"
"41440","1086","133.00","Aggregate 1tripsx400,000=400,000ugshs"
"41441","1086","186.00","iron bars 20x28000=560,000ugshs"
"41442","1086","193.00","Timber 5x2(28piecesx10000=280,000ugshs"
"41443","1086","128.00","Timber 4X2(48piecesx8000=384,000ugshs"
"41534","815","130.00","Panelendrager (1)"
"41535","815","45.00","Onderbreker (1)"
"41536","815","1000.00","Omvormer (1)"
"41537","815","130.00","Laadregelaar (1)"
"41538","815","550.00","Accu's (4 stuks)"
"41539","815","980.00","Zonnepanelen (3 stuks) 120 watt"
"35592","1366","2000.00","Aanschaf van de eerste kippen en varkens om mee te gaan fokken en mesten voor € 2.000,- ( = GhC 4.866,- 1 euro= 2,43 GhC.
Varkens kosten 40-100 euro per stuk."
"36163","1406","1185.00","Implementation of the project"
"36393","1141","200.00","Contribution to distribution costs of study packs from the four ROLE Centres across South Sudan"
"36394","1141","800.00","Writing and recording of radio broadcast lessons (8*€100)"
"36395","1141","2000.00","Printing of study packs (8*100*€2.50)"
"32786","1167","2000.00","We are targeting to raise Kshs 150,000 which will translate to 7000 seedlings to be planted."
"32787","1167","500.00","This cost involves the transportation of the tree seedlings from the nursery to the project site. It also involves the transportation of volunteers to and from the project site on the tree planting days."
"36396","1141","2000.00","Development of literacy course materials for 8 Speak Up lessons (8*€250)"
"36880","1220","850.00","1. € 850,00 per jaar / registratie bij Organisaties Toerisme Zuid--Afrika"
"32034","1288","12500.00","verwerven werkplaats en inrichting € 5.000,= Opleiding € 2.500,= Materialen € 5.000,="
"36881","1220","2500.00","2.  25 x € 100 = € 2500
certificaten goedkeuring autoriteiten"
"38051","692","4050.00","personal computers & tools
9 * 450 (asked at 1%Club)"
"38052","692","183.00","tables
8 * 22.9"
"38053","692","165.00","chairs
18 * 9.2"
"38054","692","20.00","boards"
"38055","692","10.00","chalks"
"28557","582","845.00","Bouwfase 1 
Fundering leslokaal	
	
aanschaf zand		€ 172,38 
aanschaf metaal		€ 55,69 
aanschaf stenen		€ 72,93 
aanschaf cement		€ 265,54 
aanschaf staal		€ 278,46"
"28558","582","450.00","Arbeidskosten		        € 600,00"
"38056","692","560.00","salary for the teacher:
4 months * 140"
"38205","836","225.00","Sweing Machines 
(6 * 37.5)"
"38206","836","250.00","Training Material for Stitching
( LumSum)"
"38207","836","333.00","Training Material for Embroidery
( LumSum)"
"38208","836","1100.00","Salary for the Teacher
(12 * 91.66)"
"38209","836","231.00","Service & Administration Costs 1%Club (5%)"
"42788","1350","1000.00","watertank"
"44419","1636","4500.00","Inventaris, diverse inrichting en meubels"
"44420","1636","400.00","Verbouwing Buitenkant, aanpassing entree"
"44421","1636","900.00","Materialen verbouwing binnenkant, vloer, plafonds, wanden"
"44422","1636","1800.00","Materialen waterleiding, sanitair, verlichting"
"44423","1636","1400.00","Arbeidskosten binnen- en buitenwerk"
"44424","1636","500.00","Transportkosten (niet ter plaatse aan te schaffen materialen)"
"41540","1271","850.00","Inventaris (Inventory:
Furniture, eating and cleaning material, sleep cushions, material for the day programs (Velcro and
laminate sheets).)"
"41541","1271","850.00","Creatief materiaal (Office and creative materials:
Child books (English), study materials (care takers), paper, glue, clay, paint, scissors, paintbrushes,
colors and exercise books.)"
"41542","1271","1350.00","Ontwikkelingsmateriaal (Developmental materials:
Sorting material, fine motor materials, counting material, alphabet material, flash cards, and several
materials for understanding and cognitive development.)"
"41543","1271","700.00","Educatieve speelmateriaal (Toys:
Manipulative and sensopathic material, baby toys, construction material, symbolic play material,
social games, physical activities materials and puzzles.)"
"44606","512","500.00","Report, and miscellaneous expenses"
"44607","512","200.00","4 staff"
"44608","512","500.00","Saloon training of 35 girls and women"
"44609","512","800.00","Saloon training kits"
"44610","512","3000.00","Bulk purchase of kitchen items"
"31893","1268","128.00","Bankschroef
4 x € 32"
"31894","1268","100.00","Schroevendraaiers set, oplopende maat, recht en cross
4 x € 25"
"31895","1268","20.00","stanleymes
4 x € 5"
"31896","1268","80.00","Steeksleutel set
4 x € 20"
"31897","1268","52.00","Nijptang
4 x € 13"
"43916","1399","150.00","Transactiekosten"
"43917","1399","280.00","Vakman"
"43918","1399","180.00","Transport"
"43919","1399","2300.00","Dak oa bestaande uit metalen platen, metalen structuur, verf tegen roest."
"43920","1399","60.00","Overall projectmanagement, papier, benzine, telefoon, pr material"
"44025","1499","2000.00","Provision of  20 Kg wax, 1 kg @euro 5 x20 kg x20 person= Euro"
"44026","1499","50.00","Instructor salary Euro 50"
"44027","1499","600.00","1.Candle making programme; 20 x Packets wax @ Euro 5= 100 Euro 1.5 Thread Rolls @ 20 person=  Euro 30
4 Models @ 30 = Euro 120. Knife @ 2 x 20 person= Euro 40   Packing material @5x20 person =Euro 100 and 32 kg cooking gas @ Euro 14x 20 Person = 240"
"36615","893","5000.00","Dit zijn de kosten voor het kopen van een stuk grond."
"36616","893","250.00","overige kosten"
"31898","1268","32.00","Blikschaar
4 x € 8"
"31899","1268","64.00","werkhanschoenen 2 paar en veiligheidsbril
4 x € 16"
"29508","1104","200.00",""
"27853","1116","1400.00","2 computers (voor PR/communicatie maar ook voor de activiteiten: grafisch design workshops en audiovisuele cursussen), per stuk 700 euro;"
"27854","1116","600.00","Muziekinstrumenten voor culturele activiteiten:
2 percussie instrumenten, lokaal per stuk 50-75 euro, 150 euro,
Gitaar : 100 euro
En 2 videocamera's voor audiovisuele activiteiten/lessen (Sony HDR-SR11, 175 euro/stuk)"
"27855","1116","1500.00","13 Stapelbedden (om gasten te kunnen ontvangen): lokaal per stuk 115 euro (250 Reais)"
"27856","1116","1500.00","Geluidsinstallatie (1500 euro) voor live optredens/concerten"
"36164","1067","400.00","Ontwikkelen van lesmateriaal voor het werk in de groenvoorziening en het ontwikkelen van lesmateriaal voor het trainen sociale- en werknemersvaardigheden.

De 400 EURO zal worden besteed aan drukwerk."
"36165","1067","3600.00","6 bosmaaiers. Deze zijn noodzakelijk voor het uitvoeren van de hierboven beschreven opdrachten.

De bosmaaiers kosten 600 EURO per stuk bij Kuldipsingh in Suriname"
"37408","1474","3000.00","2 x 1500"
"28018","1158","3000.00","- training docenten"
"28019","1158","2000.00","- podium"
"31900","1268","48.00","Hamers, 200gr. en 500gr.
4 x € 12"
"36617","380","105.00","1 Identification and selection of 180 beneficiaries in Awach, Patiko and Lalogi sub counties x 50"
"36618","380","450.00","30 Village savings and loan association trainings of 30 groups (VSLA) x 15"
"36619","380","450.00","30 selection planning and management of income generating activities trainings of 30 groups x 15"
"36620","380","750.00","30 agriculture as a business trainings/animal tractions for 30 groups x 25"
"36621","380","540.00","30 cash box x 18"
"36622","380","150.00","30 record keeping book, manuscripts 4 quire x 5"
"31901","1268","228.00","Soldeerbout 100W, 220V, thermostaat
4 x € 57"
"31902","1268","76.00","Multimeter digitaal, hand-hold
4 x € 19"
"36623","380","240.00","30 calculators a 10 digit display x 8"
"36624","380","390.00","stamps, inks, pads, bowls,"
"36625","380","450.00","pens, pencils, rulers and rubbers"
"36626","380","600.00","local farm tools (Axes, hand hoes, panga, gumboots and others)"
"31903","1268","44.00","Houtvijlen  , grof, fijn en halfrond
4 x € 11"
"31904","1268","48.00","Metaalvijlen 5 modellen, 10""
4 x € 12"
"31905","1268","16.00","Rolmaat 3m.
4 x € 4"
"31906","1268","20.00","Duimstok
4 x € 5"
"36627","380","210.00","communication/marketing of the products from the groups farm"
"36628","380","200.00","fuel for monitoring and evaluating the project progress"
"36629","380","150.00","reports writing and external audit firm hire"
"31907","1268","60.00","Ijzerzaag normaal + lilliput
4 x € 15"
"31908","1268","10.00","Beitel
4 x € 2,50"
"28945","1176","610.00","Honoraria solo's Senegal (4 x €152)"
"28946","1176","457.00","Honoraria duo's Senegal (2 x €229)"
"28947","1176","152.00","Kosten masterclasses"
"28948","1176","762.00","Transport Senegalese compagnies"
"31909","1268","52.00","Tangen punt- combinatie en waterpomp
4 x € 23"
"31910","1268","40.00","Schaar
4 x € 10"
"31911","1268","44.00","Engelse sleutel klein 
4 x € 11"
"31912","1268","32.00","Inbussleutels set
4 x € 8"
"31913","1268","470.00","Plaatschaar voor grote afmetingen"
"31914","1268","80.00","Weegschaal"
"31915","1268","230.00","Lasapparaat elektronisch"
"31916","1268","73.00","Slijpmachine vast opgesteld"
"31917","1268","110.00","Dopsleutelset oplopende maten, metrisch en inches"
"36630","380","54.00","lunch allowance during field visit"
"44028","1518","2000.00","Kippengaas kost 20 euro per tuin"
"36631","380","15.00","office stationeries"
"36888","471","150.00","5x30"
"27885","1079","1800.00","Training of 60 beneficiaries (60 * 30)"
"27886","1079","3000.00","Purchase of 60 milk Goats for initial allocation ( 60 * 50)"
"30318","1136","60.00","Basic equipment 

1 printer @ 54 Euro
1 drinking water barrel @ 6"
"30319","1136","900.00","Other necessary equipment

3 small washing basins @ 30 E
2 large washing basins @ 100E
2 hand scales @ 15 euro 
1 big scale @ 90 euro
Cleaning brushes @ 5 euro
20 bags/containers @ 160 euro
2 water tanks @ 200 euro"
"36049","1407","1050.00","3 x 350 (the training will cost 350 euro's a month, the class will be 3 months; for this amount we can recruite an external trainer who can manage the masterclass)"
"36050","1407","50.00","1 x 50 (paper, markers, pair of scissors, tape etc.)"
"44029","1518","750.00","Bamboe kost 7,50 euro per tuin"
"36051","1407","150.00","1 x 150 (pieces of the printed manual, camera, flip charts,  other things that are recommended in the manual)"
"36889","471","200.00","8x25"
"36890","471","300.00","20x15"
"36891","471","750.00","3x250"
"36892","471","750.00","150x5"
"36893","471","800.00","100X8"
"36894","471","1000.00","5X200"
"44030","1518","300.00","Een waterbak kost 3 euro per tuin"
"44031","1518","450.00","Plantgoed kost 4,50 euro per tuin"
"44032","1518","175.00","Administratiekosten van 1% club"
"41057","1547","217.00","Administration costs"
"41058","1547","1400.00","Equipments for making soap and masala powder 20 x 70"
"41059","1547","2940.00","Tailoring machines 30 x 98"
"44271","1332","400.00","aanschaf potten, pannen en keukengerei"
"44368","1196","500.00","surfboardaccessoires (leashes, vinnen, wax)"
"44369","1196","250.00","surfplanken onderhoud"
"44663","1508","500.00","Schoolborden"
"27997","1156","300.00","Drukkosten foto's"
"27998","1156","500.00","250 wegwerpcamera's"
"28007","1154","150.00","voorlichting dorpelingen"
"28008","1154","150.00","transportkosten"
"28009","1154","700.00","cement en overige materialen x50"
"28010","1154","3500.00","baksteenmachines x35"
"28020","1148","900.00","gkkhoihoioiu"
"28107","589","1101.00","een mais meel machines 1101"
"28108","589","1150.00","motorfiets                    800
 verzekering                200
 2 helmen                       50 
vergunning                  100"
"27404","1132","500.00","Lesson package on illegal pet trade."
"27405","1132","500.00","design"
"27406","1132","1000.00","5000 brochures @ 1000euro"
"42994","1613","5000.00","Total Number of beneficiaries are
100 most vulnerable children of sex workers. Cost per child is 40 Euro per year"
"44033","1324","297.00","arbeid"
"43211","1621","2876.00","96 mobility canes @ R400 each"
"43212","1621","37.00","25 signature guides @ R20 each"
"33783","1034","150.00","ontwikkelen trainingsmateriaal"
"33784","1034","1500.00","tractor"
